model,effect,metric,value,bz,n
refit_orth,fz,mspe,0.21743842959403992,1,25600
refit_orth,fz,bias2,0.21732385456562042,1,25600
refit_orth,fz,var,0.00011457360960775986,1,25600
refit,y,mspe,1.3706390857696533,1.5,25600
refit,y,bias2,1.3653374910354614,1.5,25600
refit,y,var,0.005301494617015123,1.5,25600
refit,fx,mspe,0.04256493225693703,1.5,25600
refit,fx,bias2,0.037322916090488434,1.5,25600
refit,fx,var,0.0052420091815292835,1.5,25600
refit,fr,mspe,0.06421045958995819,1.5,25600
refit,fr,bias2,0.05896845832467079,1.5,25600
refit,fr,var,0.0052420091815292835,1.5,25600
refit,fz,mspe,0.45772185921669006,1.5,25600
refit,fz,bias2,0.457408607006073,1.5,25600
refit,fz,var,0.00031327977194450796,1.5,25600
refit_orth,y,mspe,1.3698298931121826,1.5,25600
refit_orth,y,bias2,1.3645901679992676,1.5,25600
refit_orth,y,var,0.005239593796432018,1.5,25600
refit_orth,fx,mspe,0.060694046318531036,1.5,25600
refit_orth,fx,bias2,0.055640630424022675,1.5,25600
refit_orth,fx,var,0.005053413100540638,1.5,25600
refit_orth,fr,mspe,0.04197520762681961,1.5,25600
refit_orth,fr,bias2,0.03692179173231125,1.5,25600
refit_orth,fr,var,0.005053413100540638,1.5,25600
refit_orth,fz,mspe,0.46875298023223877,1.5,25600
refit_orth,fz,bias2,0.4685981869697571,1.5,25600
refit_orth,fz,var,0.00015477073611691594,1.5,25600
refit,y,mspe,1.6732134819030762,2,25600
refit,y,bias2,1.6651846170425415,2,25600
refit,y,var,0.008028804324567318,2,25600
refit,fx,mspe,0.07588665932416916,2,25600
refit,fx,bias2,0.0678992047905922,2,25600
refit,fx,var,0.00798745360225439,2,25600
refit,fr,mspe,0.09833426773548126,2,25600
refit,fr,bias2,0.0903468132019043,2,25600
refit,fr,var,0.00798745360225439,2,25600
refit,fz,mspe,0.8135359883308411,2,25600
refit,fz,bias2,0.8131194114685059,2,25600
refit,fz,var,0.00041655715904198587,2,25600
refit_orth,y,mspe,1.6731089353561401,2,25600
refit_orth,y,bias2,1.665181279182434,2,25600
refit_orth,y,var,0.007927605882287025,2,25600
refit_orth,fx,mspe,0.09297004342079163,2,25600
